subID,BIS1,BIS2,BIS3,BIS4,BIS5,BIS6,BIS7,BIS8,BIS9,BIS10,BIS11,BIS12,BIS13,BIS14,BIS15,BIS16,BIS17,BIS18,BIS19,BIS20,BIS21,BIS22,BIS23,BIS24,BIS25,BIS26,BIS27,BIS28,BIS29,BIS30,BIS_score,BFI1,BFI2,BFI3,BFI4,BFI5,BFI6,BFI7,BFI8,BFI9,BFI10,BFI11,BFI12,BFI13,BFI14,BFI15,BFI16,BFI17,BFI18,BFI19,BFI20,BFI21,BFI22,BFI23,BFI24,BFI25,BFI26,BFI27,BFI28,BFI29,BFI30,BFI31,BFI32,BFI33,BFI34,BFI35,BFI36,BFI37,BFI38,BFI39,BFI40,BFI41,BFI42,BFI43,BFI44,BFI_C_score,P_Q1TP,P_Q2RCS,P_Q3RTP,P_Q4RCS,P_Q5CS,P_Q6RMF,P_Q7TP,P_Q8CS,P_Q9MF,P_Q10RMF,P_Q11RTP,P_Q12RCS,P_Q13RMF,P_Q14TP,P_Q15CS,P_Q16MF,P_Q17CS,P_Q18RCS,P_Q19MF,P_Q20RTP,P_Q21RCS,P_Q22RMF,P_Q23TP,P_Q24MF,P_QR25TP,P_Q26CS,P_Q27MF,P_Q28TP,P_Q29RMF,P_Q30RTP,Planfulness_score,annualincome,threshold,minincome,maxincome,adj_inc,INR
217,2,1,4,3,1,1,1,1,2,1,4,1,1,4,1,1,3,1,3,2,4,4,4,4,2,4,4,3,1,2,2.333333333,5,1,5,1,4,4,5,2,3,5,5,1,4,1,5,5,5,5,1,5,5,5,5,5,5,4,1,5,1,5,1,4,1,4,5,5,5,5,1,1,1,4,5,5,3.636363636,4,1,3,1,4,2,5,5,5,1,2,5,1,5,5,5,5,1,5,1,5,2,5,4,3,5,5,4,1,1,3.366666667,"$20,000 - $29,999",24755,20000,30000,25000,1.009896991
218,2,2,3,4,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1.6,3,4,5,1,5,4,5,5,5,5,2,1,5,2,4,4,1,5,1,4,4,3,5,4,4,4,1,5,1,2,2,5,5,4,2,2,1,5,1,4,5,4,4,1,3.386363636,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3.933333333,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
219,2,2,4,4,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,3,4,2,2,1,1,1,1,1.7,4,2,5,5,5,5,5,4,1,5,1,1,5,5,5,4,5,2,5,1,4,5,4,1,3,5,5,5,4,4,4,5,5,4,5,2,4,5,5,5,2,5,4,5,3.977272727,4,4,1,4,5,5,5,4,5,5,5,4,4,4,4,3,4,5,5,5,2,5,5,5,4,4,5,5,4,5,4.3,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
220,1,1,1,3,1,1,1,1,2,2,1,1,2,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.333333333,4,1,5,1,4,4,5,5,4,4,4,1,5,3,3,4,4,5,4,4,4,5,5,5,4,1,1,5,2,4,4,5,5,5,4,3,1,5,2,4,1,5,4,3,3.659090909,5,5,2,3,5,4,4,5,4,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,2,2,4,2,4,5,4,"$140,000-$149,999",16072,140000,150000,145000,9.021901444
221,2,3,3,4,1,2,1,1,2,1,1,2,2,2,3,1,2,1,2,2,1,2,1,2,1,3,2,1,1,2,1.8,5,2,5,2,4,3,5,4,4,5,5,1,5,2,3,5,5,5,3,4,1,5,4,4,4,5,1,5,2,5,1,5,4,4,3,5,1,4,3,4,2,5,3,4,3.659090909,4,4,4,4,5,3,4,4,4,4,4,5,4,4,4,4,4,3,4,5,4,4,4,4,3,4,4,2,5,4,3.966666667,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
222,2,2,2,3,2,3,3,2,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2.133333333,4,4,5,4,4,2,5,4,4,5,4,1,5,4,5,5,4,2,5,5,4,4,4,1,4,1,1,4,4,5,4,5,4,4,4,4,1,4,4,4,1,5,2,5,3.727272727,5,2,1,2,4,3,4,4,4,2,5,2,2,4,4,4,4,2,4,2,2,2,4,4,2,4,4,4,4,5,3.3,"$40,000 - $49,999",16072,40000,50000,45000,2.799900448
223,2,2,2,1,2,3,3,1,2,1,2,3,4,2,3,3,2,2,2,2,1,2,2,3,1,4,3,2,1,4,2.233333333,1,4,5,3,5,5,4,4,5,5,4,1,5,5,4,3,1,5,2,5,5,1,4,5,5,1,5,5,2,5,5,4,4,5,4,1,4,5,2,5,1,3,1,5,3.704545455,5,3,3,3,4,4,3,4,4,1,3,4,4,3,4,2,3,4,4,2,2,3,4,3,4,5,2,4,2,2,3.266666667,"$30,000 - $39,999",24755,30000,40000,35000,1.413855787
224,2,1,2,2,3,2,1,2,2,2,3,2,3,1,3,1,1,1,2,3,1,1,3,3,1,2,2,3,1,2,1.933333333,4,3,5,1,5,3,4,4,1,5,4,1,5,1,4,5,3,4,5,5,5,4,5,4,4,3,2,5,2,5,4,5,4,2,5,2,1,5,5,5,1,5,5,3,3.704545455,3,3,3,2,4,2,4,4,4,2,3,2,3,3,4,3,3,3,3,3,3,3,3,3,2,4,4,3,3,3,3.066666667,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
225,2,3,3,3,1,3,4,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,1,2,2,1,4,3,2.133333333,5,3,4,2,3,2,5,4,4,4,4,2,4,4,4,4,4,1,4,4,2,4,4,4,4,4,2,2,4,4,4,4,4,4,4,5,2,3,4,4,4,4,2,4,3.568181818,5,5,3,4,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,5,4,4.133333333,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
226,2,2,1,3,1,1,2,1,3,2,4,2,1,2,3,1,2,2,2,2,1,3,1,2,1,2,2,4,2,2,1.966666667,4,2,5,1,2,5,5,5,4,5,1,1,5,2,2,4,5,5,2,1,4,5,5,2,2,2,2,5,4,5,5,4,5,4,4,4,4,5,4,3,2,4,1,4,3.522727273,5,4,2,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,5,4,4,3,4,4,5,4,3.8,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
227,2,4,3,4,3,4,2,2,4,3,1,2,3,4,2,1,3,3,3,2,1,3,2,1,1,1,1,1,2,2,2.333333333,1,4,4,2,2,4,4,2,2,4,3,1,4,3,1,3,5,1,4,3,5,4,2,2,1,1,1,3,4,1,5,4,3,2,3,1,1,1,5,3,4,4,1,1,2.704545455,4,3,2,2,3,2,3,4,4,2,3,2,3,4,4,3,3,3,3,2,2,2,4,4,2,4,3,3,2,4,2.966666667,"$40,000 - $49,999",18774,40000,50000,45000,2.396931927
228,3,2,4,2,1,3,3,4,3,4,1,3,3,3,3,3,3,2,3,2,1,2,1,1,2,1,1,1,4,3,2.4,5,5,3,3,1,3,3,3,1,3,3,4,3,3,3,2,2,2,4,5,1,1,1,1,3,3,5,2,5,3,2,2,1,2,3,2,3,3,3,3,3,2,2,5,2.772727273,4,2,2,5,3,5,4,4,3,4,4,2,3,4,3,3,4,3,2,3,3,3,3,2,3,3,4,3,3,5,3.3,"$10,000 - $19,999",16072,10000,20000,5000,0.31110005
229,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,4,3,2,2,2,2,2.2,2,2,4,2,4,4,4,4,4,4,4,2,4,2,4,4,3,4,5,5,5,5,4,5,4,3,4,4,1,4,4,5,4,4,2,3,1,3,3,4,4,4,4,4,3.613636364,4,4,2,2,3,4,4,4,4,5,3,2,2,4,4,3,4,2,4,4,4,4,4,4,4,3,4,4,4,4,3.566666667,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
230,1,3,4,4,4,4,1,1,3,4,3,4,4,4,2,3,3,2,3,1,1,1,4,1,1,1,2,1,3,3,2.533333333,5,1,5,1,5,4,5,1,3,5,5,3,5,3,5,5,5,3,5,5,2,5,2,4,3,3,3,4,4,4,3,5,3,5,4,5,4,1,3,4,5,2,1,5,3.704545455,4,4,2,1,5,4,4,4,4,2,5,2,3,4,4,4,4,3,3,3,3,2,4,3,3,3,4,4,4,2,3.366666667,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
231,1,1,4,2,1,4,1,1,1,3,4,3,2,3,2,2,2,2,2,1,1,2,1,2,4,4,2,4,3,2,2.233333333,5,4,5,2,3,1,4,4,2,4,4,1,5,4,4,4,2,5,4,4,1,4,5,4,2,5,2,5,5,4,1,5,5,4,5,5,2,5,4,4,4,4,4,4,3.727272727,5,5,2,5,5,3,4,5,5,3,5,5,5,4,4,2,5,4,4,4,5,5,5,5,4,5,5,4,1,5,4.266666667,"$90,000 - $99,999",24755,90000,1.00E+05,95000,3.837608564
232,2,1,2,3,1,2,2,2,3,2,1,2,3,1,3,1,1,1,1,2,1,2,2,1,1,1,2,1,2,3,1.733333333,2,1,4,2,3,4,4,3,4,3,3,1,5,3,3,3,5,4,3,3,5,4,4,4,3,2,2,4,3,3,5,4,4,3,4,3,1,4,2,3,3,4,4,3,3.272727273,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,3,4,3,3.6,"$20,000 - $29,999",18774,20000,30000,25000,1.331628848
233,2,2,3,2,1,2,2,3,2,4,1,2,3,2,2,1,2,2,2,2,2,2,1,1,2,2,3,1,1,3,2,4,4,5,2,4,2,4,2,2,4,4,2,5,2,4,4,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,2,4,2,1,2,4,4,2,4,1,3,2,4,3.204545455,5,4,2,4,4,3,2,4,3,2,2,2,4,4,3,2,3,4,4,2,4,3,4,3,4,4,3,4,2,2,3.2,"$40,000 - $49,999",14507,40000,50000,45000,3.101950782
234,1,1,4,1,1,1,1,1,1,1,2,1,1,2,4,1,1,2,1,1,1,1,4,1,1,1,4,1,4,4,1.7,1,5,5,1,3,5,4,5,4,1,5,1,5,4,1,1,5,5,4,2,5,5,5,5,3,3,4,5,1,1,1,4,5,4,5,1,4,5,2,1,5,5,5,1,3.454545455,4,3,2,4,4,3,4,3,3,3,2,5,5,3,3,4,3,5,4,3,5,3,4,3,3,3,3,3,3,2,3.4,"$20,000 - $29,999",14507,20000,30000,25000,1.72330599
235,1,2,2,2,2,2,1,2,2,3,2,1,3,2,3,2,2,3,2,2,1,2,3,2,3,2,3,2,3,3,2.166666667,2,4,5,4,4,4,4,4,2,4,2,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,4,4,2,2,4,4,2,3.340909091,4,4,2,4,4,2,4,4,4,2,4,2,2,4,4,2,4,2,2,2,2,4,2,2,2,4,2,4,2,4,3,NA,NA,NA,NA,NA,NA
236,2,3,2,1,2,3,2,3,3,2,3,2,3,3,4,1,2,2,3,3,1,2,2,1,2,3,2,3,4,3,2.4,2,4,4,3,4,4,4,2,2,4,2,4,4,4,2,3,3,2,4,4,3,4,4,2,2,3,3,3,4,4,4,4,4,2,4,2,3,4,4,2,3,4,2,3,3.227272727,4,3,2,4,3,2,4,3,3,2,4,4,3,3,3,2,4,2,3,2,2,4,3,4,3,2,2,4,2,4,3,"$140,000-$149,999",14507,140000,150000,145000,9.995174743
237,2,2,2,4,2,1,1,1,3,1,1,2,1,2,3,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1.6,3,2,5,2,4,3,5,3,4,4,4,1,5,4,4,5,5,5,2,4,3,5,5,5,4,3,1,5,1,2,4,5,5,4,2,2,1,5,2,3,4,5,2,1,3.477272727,5,3,3,4,5,5,5,5,5,4,4,4,4,4,4,3,4,3,3,3,3,3,5,5,3,3,5,4,4,4,3.966666667,"$80,000 - $89,999",18774,80000,90000,85000,4.527538085
238,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,1,2,2,2,1,3,3,3,4,3,2.266666667,2,1,5,4,4,4,4,3,4,4,2,1,5,3,4,3,4,2,3,4,4,4,2,4,4,1,2,4,3,2,4,4,4,4,4,3,2,4,2,4,4,4,3,1,3.25,4,4,3,4,4,2,4,4,4,3,2,3,3,3,4,4,4,3,4,2,3,3,4,4,3,4,3,4,3,2,3.366666667,"$70,000 - $79,999",29854,70000,80000,75000,2.512226167
239,2,2,3,3,2,4,2,2,3,3,2,3,2,3,2,3,3,2,3,3,1,3,1,2,2,3,2,2,3,2,2.433333333,5,3,5,4,4,2,4,3,3,4,3,2,4,2,4,4,5,5,4,4,1,5,3,4,4,3,2,5,4,4,3,4,5,3,3,5,3,4,3,4,4,4,2,3,3.613636364,4,2,3,3,4,2,4,4,4,2,3,4,2,4,4,4,4,2,4,3,3,3,3,3,3,3,3,4,3,4,3.266666667,"$10,000 - $19,999",18774,10000,20000,5000,0.26632577
240,1,1,3,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,2,1.433333333,3,2,5,1,4,4,5,5,5,5,4,1,5,3,4,3,3,5,3,4,4,5,5,5,5,3,4,5,3,4,1,5,5,5,3,4,3,5,1,3,1,5,5,5,3.818181818,5,4,3,4,5,4,4,5,5,4,5,4,5,4,4,5,4,3,4,3,5,5,1,4,5,5,5,3,3,4,4.133333333,"$40,000 - $49,999",14507,40000,50000,45000,3.101950782
241,3,3,3,2,1,2,3,3,2,3,3,2,3,3,2,2,3,2,3,2,2,2,2,2,3,3,3,3,4,2,2.533333333,3,3,4,4,4,4,4,4,3,4,4,2,4,4,4,4,3,4,3,4,3,3,4,3,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,3,3.590909091,4,3,2,3,4,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,2,3,4,4,3,4,3,4,3,2,3.266666667,NA,NA,NA,NA,NA,NA
242,2,2,3,4,2,4,1,2,1,1,3,3,1,2,3,2,3,2,2,2,1,3,2,2,1,4,1,2,1,1,2.1,2,4,5,4,4,5,5,2,2,5,2,1,5,4,5,1,5,4,5,4,5,5,2,4,5,4,1,5,2,3,4,5,4,5,4,2,3,5,2,5,2,5,3,2,3.659090909,4,4,2,4,5,4,4,5,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3.833333333,"$60,000 - $69,999",16072,60000,70000,65000,4.044300647
243,2,1,3,3,1,1,1,2,1,3,1,2,1,2,3,1,1,2,1,2,1,2,1,1,1,2,2,1,2,2,1.633333333,4,2,5,1,4,1,4,5,4,4,4,1,5,4,4,4,4,5,1,3,1,4,5,3,3,4,4,4,3,4,1,4,5,4,3,5,3,4,1,3,3,4,4,3,3.431818182,5,4,3,4,4,4,4,4,4,5,5,4,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3.9,"$110,000-$119,999",24755,110000,120000,115000,4.645526156
244,2,2,3,3,1,2,2,2,1,1,1,2,1,2,1,1,3,2,3,2,1,2,1,1,2,2,3,1,2,2,1.8,4,2,5,1,4,2,4,4,5,5,4,1,5,2,4,5,4,5,1,5,2,4,5,5,4,4,3,5,3,4,2,4,4,5,2,4,2,4,1,4,2,4,4,4,3.568181818,4,5,2,4,5,4,4,4,4,5,4,2,4,4,4,4,4,1,4,4,5,4,4,4,3,4,5,4,4,4,3.9,"$90,000 - $99,999",18774,90000,1.00E+05,95000,5.060189624
245,2,2,3,2,1,2,2,3,2,2,1,2,3,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,3,1.866666667,2,2,5,2,4,5,5,3,2,5,4,1,5,3,4,3,5,4,4,4,4,4,5,3,4,3,1,5,4,5,4,5,4,2,3,3,1,4,4,5,3,5,4,4,3.659090909,5,3,3,2,5,3,4,4,5,3,2,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,3.833333333,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
246,2,2,2,4,1,1,2,2,1,1,3,2,1,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,3,1.766666667,4,2,5,1,4,2,4,3,4,4,2,2,5,3,4,3,4,2,3,4,3,4,5,3,3,4,1,4,4,4,4,4,4,5,2,4,1,2,5,3,2,4,4,2,3.318181818,4,4,3,3,5,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3.866666667,"$100,000 - $109,999",16072,1.00E+05,110000,105000,6.533101045
247,3,2,2,2,1,3,3,2,3,2,1,3,3,1,4,1,2,2,3,4,1,1,2,1,1,1,2,1,4,3,2.133333333,3,2,4,2,3,3,4,4,3,2,3,1,4,3,3,2,3,4,3,2,3,4,4,3,1,1,2,4,2,2,4,3,4,3,4,2,2,3,4,2,2,4,4,2,2.886363636,4,4,2,4,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3.033333333,"$70,000 - $79,999",16072,70000,80000,75000,4.666500747
248,2,2,3,3,1,2,2,2,2,3,3,2,3,2,2,3,3,2,3,2,1,2,1,2,2,3,2,3,1,3,2.233333333,5,3,4,3,5,4,4,3,2,5,3,3,4,4,4,4,3,1,4,5,2,3,3,4,4,4,4,4,4,2,3,4,4,3,2,5,2,4,2,4,4,4,2,1,3.431818182,5,3,3,2,5,3,4,4,4,2,4,3,2,4,4,3,4,2,4,2,3,4,4,5,3,4,4,5,4,5,3.6,"$60,000 - $69,999",12486,60000,70000,65000,5.20583053
249,1,1,2,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,4,1,4,1,1.466666667,3,3,5,3,5,3,5,3,5,5,5,3,5,3,3,3,5,5,3,3,3,5,5,5,3,3,1,5,3,3,3,5,5,5,5,5,1,5,3,3,3,5,3,4,3.840909091,5,1,1,1,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,1,5,3,3,5,5,3,1,4,NA,NA,NA,NA,NA,NA
250,4,3,2,3,1,2,4,3,2,3,2,2,2,2,2,2,2,1,2,3,2,3,1,3,2,3,2,2,2,3,2.333333333,4,4,5,4,4,4,5,4,4,5,2,1,5,4,4,4,5,2,3,4,2,4,2,4,4,4,2,5,2,4,4,5,2,5,1,4,3,1,2,4,1,4,2,4,3.454545455,4,4,2,2,4,4,4,2,4,2,4,1,2,4,4,4,4,2,4,4,2,3,4,4,2,3,4,4,4,2,3.233333333,"$70,000 - $79,999",12486,70000,80000,75000,6.006727535
251,1,2,3,4,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1.566666667,5,4,5,2,5,2,5,2,4,5,4,1,5,5,4,4,4,4,2,5,2,3,5,5,5,5,2,5,4,4,2,5,5,5,3,5,4,5,3,4,2,5,3,4,3.909090909,5,4,3,4,4,5,5,5,5,5,3,2,5,4,4,4,4,3,5,5,5,5,3,5,3,4,4,3,4,5,4.166666667,"$40,000 - $49,999",24755,40000,50000,45000,1.817814583
252,2,1,1,1,1,3,1,3,3,2,2,2,3,1,3,1,1,2,1,2,3,1,1,3,1,4,1,2,2,2,1.866666667,2,1,4,4,3,5,4,3,1,4,3,1,3,5,3,3,5,4,5,5,4,3,2,2,2,1,4,4,4,3,5,4,4,2,4,2,3,3,5,4,2,4,3,4,3.318181818,4,3,5,3,4,2,4,4,3,2,4,5,4,4,4,3,4,5,5,4,1,4,2,3,4,3,4,2,2,3,3.466666667,"$60,000 - $69,999",24755,60000,70000,65000,2.625732175
253,3,2,2,2,1,1,2,2,2,2,2,2,3,1,1,2,2,2,2,3,1,3,1,1,1,3,2,2,2,1,1.866666667,2,4,5,4,3,4,4,4,5,5,2,1,5,4,3,3,2,4,5,3,5,5,4,5,3,3,4,4,3,4,4,4,4,5,2,4,2,4,5,3,4,5,4,3,3.75,4,5,2,1,4,4,4,2,4,4,4,2,4,3,3,3,4,3,4,4,2,3,4,4,3,4,4,1,4,3,3.333333333,"$160,000-$169,999",24755,160000,170000,165000,6.665320137
254,1,1,2,2,4,4,4,2,2,2,4,3,1,3,3,1,1,2,2,2,2,2,2,1,1,1,1,1,4,3,2.133333333,4,2,5,4,4,3,1,4,4,4,3,1,5,4,3,1,2,5,5,4,4,4,4,2,2,1,1,5,5,2,2,5,4,4,4,2,1,1,2,2,1,4,4,4,3.136363636,4,5,3,4,4,2,4,4,4,4,3,5,5,2,3,4,4,5,4,4,5,5,4,2,2,4,4,4,4,2,3.766666667,"$30,000 - $39,999",16072,30000,40000,35000,2.177700348
255,4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,1,4,2,3,4,4,2,4,3,3,3.366666667,5,4,3,5,3,5,1,1,1,3,5,5,5,5,4,1,1,1,5,5,1,3,2,1,3,3,2,2,5,4,1,3,2,1,5,3,5,4,5,4,3,2,1,2,3.068181818,2,1,1,2,2,1,1,2,1,1,5,5,1,4,2,1,2,2,1,1,1,1,3,3,5,1,1,1,1,1,1.866666667,"$20,000 - $29,999",16072,20000,30000,25000,1.555500249
256,2,2,3,2,2,1,2,2,1,3,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,2,3,1,1,3,1.833333333,4,1,4,1,4,3,4,5,5,4,4,1,5,2,3,4,4,4,1,4,2,4,5,5,3,4,2,5,2,4,1,4,5,5,2,4,2,5,1,4,4,5,5,1,3.431818182,4,4,4,4,4,4,4,4,3,4,2,4,4,4,5,5,4,3,4,4,4,4,3,3,4,5,4,3,5,4,3.9,"$40,000 - $49,999",14507,40000,50000,45000,3.101950782
257,1,3,3,1,2,1,4,1,1,2,1,1,1,3,1,1,2,1,2,1,2,2,1,3,1,3,3,1,1,3,1.766666667,1,4,5,5,4,4,4,3,3,5,1,3,5,4,5,3,3,4,3,4,5,5,2,2,3,2,4,3,4,5,5,4,5,4,2,1,3,4,3,4,1,3,3,5,3.522727273,5,4,4,3,3,2,3,3,3,4,2,4,4,4,3,3,4,3,4,3,2,3,4,3,3,4,3,3,2,2,3.233333333,"$10,000 - $19,999",11511,10000,20000,5000,0.434367127
258,2,1,3,4,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1.8,4,1,5,1,4,5,5,5,5,4,4,1,5,1,4,4,5,5,1,4,4,5,5,5,4,4,1,5,1,5,5,5,5,5,4,5,1,5,1,5,1,5,5,4,3.818181818,4,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3.866666667,"$300,000-$349,999",14507,3.00E+05,350000,325000,22.40297787
259,3,3,2,4,1,2,3,3,1,3,3,3,2,1,4,1,2,3,3,3,3,2,1,1,1,2,2,2,1,2,2.233333333,4,1,3,3,4,4,4,3,4,4,2,1,4,2,4,4,2,4,4,2,3,4,4,2,4,3,2,4,4,2,4,4,4,3,3,4,3,4,4,5,4,4,2,2,3.295454545,4,4,2,3,4,2,4,4,4,3,2,3,4,4,4,2,4,2,5,2,4,3,3,4,4,4,4,3,2,2,3.3,"$10,000 - $19,999",14507,10000,20000,5000,0.344661198
260,2,2,3,3,1,2,2,2,2,2,1,2,2,1,3,1,2,1,1,2,1,2,1,1,1,2,2,1,1,3,1.733333333,2,1,5,1,3,4,4,4,4,4,4,2,4,2,3,3,4,5,2,2,4,4,5,4,3,2,2,4,3,2,3,4,4,4,3,2,1,4,2,2,2,4,5,3,3.159090909,4,4,3,3,4,4,4,4,4,5,3,4,4,3,4,4,3,4,4,3,5,4,2,4,3,3,3,4,4,4,3.7,"$80,000 - $89,999",14507,80000,90000,85000,5.859240367
261,1,1,2,2,1,3,2,2,2,2,3,1,1,2,2,1,2,2,2,2,1,2,2,2,1,3,3,3,3,3,1.966666667,4,4,5,4,4,2,4,4,4,4,2,2,5,4,4,4,2,2,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,3.636363636,5,4,5,5,4,2,4,4,4,2,2,2,4,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,4,2,3.5,"$50,000 - $59,999",16072,50000,60000,55000,3.422100548
262,2,2,3,3,2,4,3,2,3,1,2,3,4,3,1,3,4,4,4,4,2,2,2,3,2,2,3,2,2,3,2.666666667,4,4,4,4,4,2,2,3,4,3,4,3,5,5,3,4,2,3,4,5,2,3,3,5,4,2,4,5,4,5,3,4,4,3,3,4,5,3,3,5,4,4,2,4,3.636363636,5,3,3,2,3,2,4,4,3,4,4,2,2,4,5,3,3,2,4,2,2,3,3,2,3,3,3,4,3,3,3.1,NA,NA,NA,NA,NA,NA
263,1,1,3,2,2,3,1,3,4,2,1,1,2,2,1,2,3,1,1,1,3,1,3,1,1,3,1,1,1,1,1.766666667,4,2,5,5,4,2,5,4,2,4,3,2,3,4,5,4,5,5,5,4,2,5,2,2,3,4,2,4,4,2,1,5,5,3,4,5,2,2,4,3,4,4,2,2,3.477272727,5,4,2,5,4,2,3,5,4,2,2,4,4,4,4,3,4,4,4,2,4,4,4,4,4,2,4,3,2,4,3.533333333,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
264,1,1,3,3,1,3,1,2,2,2,4,1,2,2,2,2,1,2,1,2,1,3,2,2,1,2,2,3,3,3,2,5,4,5,2,4,3,4,5,3,3,4,1,5,4,3,4,3,5,4,4,3,4,4,4,2,3,4,4,4,3,4,4,5,3,4,3,3,5,2,4,2,4,4,5,3.681818182,5,5,3,5,5,4,4,5,4,3,4,4,5,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,4,4.166666667,"$80,000 - $89,999",24755,80000,90000,85000,3.433649768
265,1,2,2,1,1,2,1,3,4,3,1,1,3,1,4,1,2,1,2,4,1,2,2,2,1,1,2,1,2,2,1.866666667,5,2,3,4,5,4,5,4,1,4,2,1,5,4,4,5,3,2,5,2,2,4,2,2,5,4,1,5,4,5,1,5,5,2,4,3,1,5,5,5,5,5,2,4,3.545454545,5,4,4,5,4,4,4,5,5,5,3,5,4,3,4,4,5,4,4,4,4,5,5,5,3,4,3,4,5,5,4.266666667,"$10,000 - $19,999",12486,10000,20000,5000,0.400448502
266,4,2,3,3,3,2,4,3,3,3,1,3,4,2,3,1,2,1,2,3,2,2,1,2,1,3,3,2,3,3,2.466666667,2,2,3,2,4,4,4,2,4,4,2,1,2,2,3,3,4,2,2,4,4,4,2,2,4,3,2,2,3,4,3,4,2,4,2,4,2,3,2,3,2,2,3,2,2.818181818,3,4,4,2,2,4,3,2,2,3,2,4,2,2,3,2,2,2,2,2,2,3,3,3,2,2,2,3,5,2,2.633333333,"$30,000 - $39,999",11511,30000,40000,35000,3.04056989
267,2,2,3,3,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1.766666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,5,3.833333333,"$80,000 - $89,999",29854,80000,90000,85000,2.847189656
